codigo,codbarras,descrip1art
NULL,7896523209845,CAPTOPRIL 25 X 30 COMP CIMED
NULL,7896523210070,HIDROCLOROTIAZIDA 25      MG X 30 TAB
NULL,7896523213989,GLIBENCLAMIDA 5MG X 30 COMP CIMED
NULL,7896523216812,DIAD LEVONORGESTREL 1.5MG X 1 CPM CIDME
NULL,7896523226675,SIMETICONA 125 MG X 10 TAB
NULL,7896714203768,DIOSMINA+ HESPERIDINA 450 MG/50 X30FLAV
NULL,7896714208565,LOSARTAN POTASICO 50MGX 30 TAB
NULL,7896714211978,HIDROCLOROTIAZIDA 25 MG X 30 TAB NEOQUIM
NULL,7896714213446,NEODIA X 1
NULL,7896714215129,ATENOLOL 50MG X 30 TAB NEOQUIMICA
NULL,7896714217093,GLIBENCLAMIDA 5MG X 30 COMP NEO QUIMICA
NULL,7896714231143,NEOSORO CLOHIDRATO DE NAFASOLINA NEO QUI
NULL,7896714265766,NISTATINA 100.000 CREMAX60GRX14APLI
NULL,7896714273785,SIMETICONA 125MG X 10 CAP NEO QUIMICA
NULL,7897917005654,LECHE MAGNESIA 100ML
NULL,7898049797851,SECNIDAZOL 1000 MG X 2 TAB VITAMEDIC
NULL,7898100242900,GRIPALCE X 20 CAP BRASTERAPIA
NULL,7898133136634,ARLIVRY HEDERA HELIX 7MG/100ML
NULL,7898133136757,HEDERA HELIX L 7 MG7ML ARLYVRY JBE X 100
NULL,7898277713272,COMPLEJO B GOTAS 30ML ADULT Y PED
NULL,7899095203518,GINO -COLON TINIDAZOL+MICONAZOL CR VAGIN
NULL,7908020502586,LINOFEME X 21 COMP
NULL,7908020503125,POSLOV LEVONORGESTREL 1.5 MG X 1 COMP
NULL,791466993394,AMOXICILINA (AMOXIPRAD) 500MG X10 CAP DP
NULL,791466993424,DROPRES TAB 8MG X 10 CANDESARTAN CILEX
NULL,791466993431,CANDERSARTAN 16MG DOPRES DPT
NULL,791466993486,ESOMEPRAZOL MAGNESICO 20 MG NEXPLUS DPT
NULL,791466993516,OLMESARTAN 20MG X 10 TAB OLMEPLUS DPT
NULL,791466993554,AZITROMICINA 220MG/5ML DPT
NULL,791466994377,BETAMET+GENTAM+CLOTRI (TRICUDERMA)
NULL,791466994919,DIAPAGLIX DAPAGLIFOZIN 10MG X 30 TAB DPT
NULL,791466995923,QUETIAPINA PLUS 100MG X 10 TAB DPT
NULL,791466995930,QUEATIAPINA PLUS 200MG X 10 TAB DPT
NULL,791466995992,TENSOPRES TELMISARTAN 80MG X 30 TAB DPT
NULL,791466996166,NEXPLUS ESOMEPRAZOL 40MG X30CAP DPT
NULL,791466996210,9-VIT NATAL X 30 TAB DPT
NULL,791466996289,AMOXICILINA 875 MG /AC CLAV 125 MG 8 TAB
NULL,791467000442,SULPRAD SULTAMICILINA 750MG X 10 TAB DPT
NULL,793869810414,PANTOPRAZOL 40MG X 10 TAB DISKAM
NULL,793969785162,NIFEDIPINA30MG LP X 30 TAB  H&M
NULL,795853122213,METFORMINA 850MG X30 TABL BIUMAK
NULL,796167622574,CIPROFLOXACINA 500 MG X 10 TAB NY PHARMA
NULL,796554975917,KETOPROFENO 100 MG AMP
NULL,799192573064,MACA 300MG X30CAP NATURISTIK
NULL,81679,AMBROXOL CLORHIDRATO 30MG/5ML JBE BIOMEK
NULL,82228,DIPIRONA AMP 1G/2ML
NULL,8470007990154,BUDESONIDA 200CG/200DOSIS VISUAL PHARMA
NULL,85214,BUPIVACAINA CLOHIDRATO HIPERBARICA AMP
NULL,8680199015447,NEBOLOL 5MG X 28 TAB ARTE MEDICO
NULL,8680199015492,RINICORT MOMETASONA 50 MG ARTE MEDICO
NULL,8680199015591,LAXAPRO LACTULOSA 10G/15ML ARTE MEDICO
NULL,8901079006974,EMNORM/METFORMINA 500MG X30 TABL IPCA
NULL,8901117247888,SALBUMED 100MCG 200 DOSIS
NULL,8901463131190,FEXOFENADINA CLORHIDRATO 120MG X 10 TAB
NULL,8901463131206,AMOXICILINA 125MG/5ML SUSP 100ML BIUMAK
NULL,8902297021855,LORATADINA 5MG/5ML JARB DROTAFARMA
NULL,8902297021909,FINALGRIP X 10 TAB
NULL,8902297022340,OMEPRAZOL 40 MG X 10 TAB DROTAFARMA
NULL,8902297022586,NITROFURANTOINA 50MG X10
NULL,8902297022890,AMBROXOL 30MG/5 ML X120ML DROTAFARMA
NULL,8902297022944,DIOSMINA 600MG X14 ARTE MEDICO
NULL,8902297024207,OLANZAPINA  10MG X 30TAB DROTAFARMA
NULL,8902297025051,PREDNISOLONA 3MG/ML X60ML DROTAFARMA
NULL,8902297026324,BISACODILO 5MG X20TAB SANALAX
NULL,8902502111005,ATENOLOL 100MG X 10 (BLISTER)
NULL,8903077801313,ACIDO VALPROICO 500MGX10 TAB BLIST
NULL,8903489000153,CAPTOZ/CAPTOPRIL 50MGX30TABL ZORIAK
NULL,8903489000177,ENATAN/ENALAPRIL 10MG X30TABL ZORIA
NULL,8903489000252,CIPROTAN/CIPROFLOXACINA 500MG X20 TABL
NULL,8903489000771,OGASTAN/OMEPRAZOL 20MG X30 CAP
NULL,8903489001747,CLAVUTAN/AMOXICILINA/AC 875MG X10TABL
NULL,8904030802042,GENTAMICINA 0.3% GOTAS OTIC OFTX 10ML
NULL,8904097387148,CO-AMOXICILINA 875MG/125 ACID CLAVU ADN
NULL,8904151800064,AZITROMICINA SUSP 200MG/5ML FAHD
NULL,8904151838470,AMOXICILINA 250MG/5ML SUSP FAHD
NULL,8904151838494,IBUPROFENO SUSP 200MG/5MLX100ML FAHD
NULL,8904151838500,METRONIDAZOL 250MG/5ML X100ML SUSP FAHD
NULL,8904159499789,KETOPROFENO 100MG X 10TAB ADNMEDICAL
NULL,8904178921858,PREDNISONA 15MG/5ML JBE PED ARTE MEDICO
NULL,8904178930348,CLOBETASOL CREMA TOPICA 25 G
NULL,89041797,SILDENAFIL 50MGX 4 TAB ARTE MEDICO
NULL,8904179732828,AMLODIPINA 5 MG X 30 TAB ARTE M
NULL,8904179732842,AMLODIPINA 10 MG X 30 TAB ARTE M
NULL,8904179732866,BETAHISTINA 16 MG X 10 TAB ARTE M
NULL,8904179732873,SILDENAFIL 50MG X 4 ARTE MEDICO
NULL,8904179733887,OMEPRAZOL 20MG X 10 CAP ARTE MEDICIO
NULL,8904179736055,PROGESTERONA 200MG X30TAB (PROGESTEL)
NULL,8904180212890,BIOSACODILO 5MG X 10 TAB JMW
NULL,8904187815223,SALBUTAMOL 2.5MG SOLP/NEBU15ML BIOMEDIC
NULL,8904187816824,AMPICILINA 1GR AMP X1 OVEROL
NULL,8904187822801,AMOXICILINA SUSP 125MG 5ML
NULL,8904187826557,LEVONORGESTREL 1.5MGX1 TABL OVEROL
NULL,8904187829503,CLOTRIMAZOL OVULOS X6 + APLICADOR TIARES
NULL,8904187830677,CLOTRIMAZOL 500MG X 1 OVULO
NULL,8904187831766,CLONAZEPAM 2 MG X 30 TAB KUALITY
NULL,8904187838635,LEVONORGESTREL/ETINILESTRADIOL X21 OVERO
NULL,8904187866065,METRONIDAZOL-MICONAZOL 750MG-250MG 6 OVU
NULL,8904187868601,SILDENAFIL 50 MG X 4 TAB BIOMEDIC
NULL,8904187873339,ALPRAZOLAM 1MG X 30 TAB KWALITY
NULL,8904187876484,SUCRALFATO 1GR X20 PASTILLA ADN
NULL,8904187879973,IBUPROFENO 600 MG X 10 TAB BIOS-VITA
NULL,8904187880023,NEURAL - B COMPLEJO B X 30 TABL BIOVENEZ
NULL,8904187881303,CLINDAMICINA-KETACONAZOL100MG-400MG TIAR
NULL,8904187885998,ESTROGENOS CONJUGADOS 0.625MGX 47G
NULL,8904187887039,COMPLEJO B CON LIDOCAINA 3 AM X3ML BIOS
NULL,8904187887794,CLINDAMICINA 100 MGX 3 OVULOS VINCETI
NULL,8904187887831,HIOSCINA- IBUPROFENO 20MG/400MG 10 TABL
NULL,8904187889507,CEFAZOLINA 1G AMP I.M/I.V
NULL,890418826557,LEVONORGESTREL 1.5MG X1 TABL OVEROL
NULL,8904209411075,GLIBENCLAMIDA 5MG X10 COMP VICENTI
NULL,8904209413635,DEXAMETASONA 4MG X 10 TAB
NULL,8904210707068,ENALAPRIL 5MGX 30TAB BIONAPRIL
NULL,8904210707099,TELMISARTAN 80MG X 30TAB BIO-MERCY
NULL,8904210707105,BIOTELMIC (TELMISARTAN 40MG X30TAB) BIO
NULL,8904210707167,NIFEDIPINA LP 30MG X 30 TAB BIODIPINA
NULL,8904210707389,METFORMINA 1000MG X 30 TAB BIO-MERCY
NULL,8904210808246,CEFADROXILO 500MG X 10 TAB BIOMERCY
NULL,8904250515456,ESTRASYN ESTRADIOL CREMA VAGINAL 0.01%
NULL,8904250520665,GESTASYN 100MG X10TAB VAG TIARES
NULL,8904250520757,CLOTRIMAZOL 1% CREMA VAGINAL X 50G TIARE
NULL,8904250520764,CLOTRIMAZOL 2% CREMA VAGINAL TOPICA
NULL,8904250520771,GESTASYN 200 MG X 10 TAB VAG TIARES
NULL,8904250520900,CICLOGYNON 21TAB TIARES
NULL,8904250520917,DANI 35 ANTICONCEPTIVO X21
NULL,8904250535454,CELESTREL DESOGESTREL0.075MGX 28TAB TIAR
NULL,8904255500198,LERCANIDIPINA 10 MG X 30 TAB ZUZU
NULL,8904278576453,VITAMINA C 1000 MG X 20 TAB WEST-COAST
NULL,8904278577474,CITICOLINA 500 MG X 10 TAB
NULL,8904278577528,IVERMENTINA 6MG X 10TAB FAHD
NULL,8904278577535,MUPIROCIN UGUENTO X15 GR FAHD
NULL,8904278577733,CREM CLOHIDRATO TERBINAFINA 1%
NULL,8904278581532,OMEPRAZOL 20MG X14 CAP FAHD
NULL,8904278589033,RANITIDINA 150MG X 30 TAB COAST
NULL,8904278589040,RANITIDINA 300 MG X 30 TAB COAST
NULL,8904278589057,CLARITROMICINA 500MG X10 COMP HUMAN
NULL,8904278589064,CLARITROMICINA 250MG/5ML SUP WEST-COAST
NULL,8904278589569,OLMESARTAN 40 MG X 30 TAB WEST-COAST
NULL,8904278589576,NISTATINA 1000.000UI CREMA COAST
NULL,8904278589583,PROPINATO DE CLOBETASOL 0.05% CREMA
NULL,8904278590688,BECLOMETASONA+GENTAMICI+CLOTRIMAZ FAHD
NULL,8904278592644,FLUCONAZOL GEL 15G X 0.5%     2N
NULL,8904278593436,ACICLOVIR CREMA USO TOPICO 10G
NULL,8904278593818,FLUCONAZOL GEL 0.5 15GR 2N
NULL,8904278594921,ALBENDAZOL 400MG/10ML SUSP 2N
NULL,8904278595874,GLIMEPIRIDA 4MG X 30 TAB 2N
NULL,8904278689627,PARACETAMOL 500MG ANTIGRIPAL (SOBRES)
NULL,8904278689726,ESPIRONOLACTONA 25 MGX 30 TAB COAST
NULL,8904306502331,PRISMAROX PAROXETINA 20MG X10 PRISM
NULL,8904306503499,AMIKACINA 500MG/2ML I.V/I.M PRISM
NULL,8904307700859,THYRONA 50MCG X 100 TAB
NULL,8904307700866,THYRONA 100MCG X 100 TAB
NULL,8904307705342,SALMETEROL& FLUTICASONA PROPINATO 25/250
NULL,8904307705601,BUDESONIDA 2ML SOL/NEBULIZARX 5AMP ALFA
NULL,8904324100571,AZITROMICINA 200MG/5ML X15 ML ZAKIMED
NULL,8904324101196,MONTELUKAST 10MG X 30TAB ZUZU
NULL,8904324101219,BISOPROLOL 5 MG X 30 COM ZUZU
NULL,8904324101325,OLMESARTAN 40MG X 30TAB ZUZU
NULL,8904324101400,LOPERAMIDA 2MG X 20 CAP ZUZU
NULL,8904324101585,SILDENAFIL 100 X4 TABL BIOGRA
NULL,8904324101875,MULTIVITAMINAS 60 TAB PHARMACOLINA
NULL,8904324102254,ACETAMINOFEN 120 MG SUSP ZAKIMED
NULL,8904324102353,AMBROXOL 30MG/5ML JAB ADULT ZAKIMED
NULL,8904324102377,METFORMINA/SITAGLIPTINA 500/50 ZAKIMED
NULL,8904324102384,METFORMINA 1GR X30 TABL ZAKIMED
NULL,8904324102629,TELMISARTAN 400MG X 30TAB ZUZU
NULL,8904324102636,TAMSULOSINA 0.4MG- DUTASTERID 0.5MG X 30
NULL,8904324102650,SERTRALINA 50 MG  X10 COMP ZUZU
NULL,8904324102667,SECNIDAZOL 500MG X 4 COMP ZUZU
NULL,8904324102698,NIFEDIPINA 30 MG X 30 TAB ZUZU
NULL,8904324102711,NAPROXENO SODICO TAB 55 MG X 10 ZUZU
NULL,8904324102728,MELATONINA 5 MG X 30 TAB ZUZU
NULL,8904324102742,FINASTERIDE 5 MG X 10 TAB ZUZU
NULL,8904324102865,CIPROFLOXACINA 200MG/100ML ZAKI
NULL,8904324102872,BAYCOMED/CLOTRIMAZOL/NEOMICINA X20GR
NULL,8904324102889,ALBENDAZOL 200MG/5ML 10ML SUSP ZAKIMED
NULL,8904324102926,AZITROMICINA 200     MG/5ML X 30ML SUSP 
NULL,8904324104234,RANITIDINA150MG/10MLO JAB ZAKIRUL
NULL,8904324104302,CEFADROXILO 250MG/5ML SUSP ZAKIMED
NULL,8904324104319,AMOXICILINA 875MG ACID CLAVU 125MG X 10
NULL,8904324104326,CETIRIZINA 5MG/5ML JAB ZAKIMED X 60 ML
NULL,8906005111692,FLORINA LEVONORGE + ETINILETR X21 TAB
NULL,8906005112835,FLORINA- L X 21 TAB LEVONORGE + ETINILES
NULL,8906005117557,ITRACONAZOL 100MG X 10 CAP FARMAMED
NULL,8906005117656,ALOPURINOL
NULL,8906005117663,FLUOXETINA 20MG X 20 TAB FARMAMED
NULL,8906005117694,SERTRALINA 50 MG X 20 TAB FARMAMED
NULL,8906005118370,ACIDO MEFENAMICO 500MG X 10 TAB EVERMED
NULL,8906009231020,ANOMEX SUPOSITORIOS X 5
NULL,8906009238555,TRIMIC FORTE L SUSP VAGINAL X7
NULL,8906044710924,BROMURO DE IPRATROPIO 20MG/200 DOSIS
NULL,8906044711037,BUDESONIDA 200MCG/200 DOSIS INH DROTACA
NULL,8906044711358,FENALGEN-K 75MG 3ML X 10AMP
NULL,8906045360456,CETIRIZINA 5MG/5ML JBEX60ML ZUZU
NULL,8906045360487,HIERRO Y VITAMINA B12 JBE 120ML ZUZU
NULL,8906045361026,AMOXICILINA 875MG/ACID CLAV 125MG ZUZU
NULL,8906045361101,OLANZAPINA 5MG X 30 COMP ZUZU
NULL,8906045361552,SITAGLIPINA 50MG X 30 TAB ZUZU
NULL,8906045361668,AMBROXOL+ LORATADINA 5MG-30MG 60ML ZUZU
NULL,8906051293069,CLOBETASOL+NEOMICINA+MICONAZOL 20MG ARTE
NULL,8906051293076,KETOROLAC 10 MG X 10 TAB ARTE MEDICO
NULL,8906051293090,SERTRALINA 50 MG X 10 TAB ARTE MEDICO
NULL,8906069872461,DIOSMINA 600MG X 10 TAB KMPLUS
NULL,8906069872492,FINASTERIDA 5MG X 10 TAB KMPLUS
NULL,8906069872539,METFORMINA 850 MG X 10 TAB KMPLUS
NULL,8906078136103,AMBROXOL 30MG X 10TAB ZUZU
NULL,8906078136172,MELOXICAN 7.5 MG X 10 TAB ZUZU
NULL,8906081306876,CLINDA- CLOTRI 3OVULOS CLINFAST TIARES
NULL,8906081308894,CLINDASKIN GEL 1%X25G TIARES
NULL,8906082150638,AZITROMICINA 500MGX 3 TAB
NULL,8906082150669,LORATADINA 10MGX 10 TAB
NULL,8906082150737,SECNIDAZOL 500MG X 4 TAB FARMAMED
NULL,8906082150966,METRONIDAZOL 500MG X 10 TAB FARMAMED
NULL,8906082150997,BISOPROLOL 10 MG X 30 TAB FARMAMED
NULL,8906082151000,AMOXICILINA POLVO SUSP 250/5ML FARMAMED
NULL,8906082151017,SERTRALINA 50MG X 20TAB FARMAMED
NULL,8906082151178,GLIMEPIRIDA 2MG X 30 TAB FARMAMED
NULL,8906082151215,RISPERIDONA 1 MG X 20 TAB
NULL,8906082151222,MEMANTINA 10 MG X 10 TAB FARMAMED
NULL,8906082151314,ESOMEPRAZOL 40MG X 10 CAP FARMAMED
NULL,8906082151369,ROSUVASTATINA 20MG X 30 TAB
NULL,8906082151567,AMIODARONA 200 MG X 10 TAB FARMAMED
NULL,8906109691237,AZITROMICINA 500MG X 5 TAB ADN MEDICAL
NULL,8906109691250,LEVOFLOXACINA 750MG X 5 TAB ADN MEDICAL
NULL,8906112610439,MONTELUKAS 10MG MONTEPRA X 10 TAB ADN
NULL,8906112611290,AMICOPRA AMIKACINA 500 MG AMP
NULL,8906112611399,TOBRAPRADEX GOT OFT X 5ML (ADN MEDICAL)
NULL,8906112611429,CANDESARTAN 16MG X 28 TAB CANDEPRA ADN
NULL,8906112611580,HIDROCORTISONA 500MG+AGUA ESTER CORTIPRA
NULL,8906112611856,IBUPROFENO 800MG X 10 TAB ADN MEDICAL
NULL,8906112614673,AMOXIPRA AMOXICILINA 500 MG X10 CAPS ADN
NULL,8906112615007,LOSARTAN POTASICO 50MG X 10 TAB ADN
NULL,8906122851464,ATENOLOL 50MG X 20 TAB ARTE MEDICO
NULL,8906122851488,TROBACINA 0.3%DEXAM 0.1% GOT OFTAL
NULL,8906130230428,LISINOPRIL 10 MG X 10 TAB BRIX MEDIC
NULL,8906130230510,CLOTRIMAZOL 20 MG /G CREMA VAG BRIXMEDIC
NULL,8906130230558,KETOCONAZOL CREMA 2% 15GR
NULL,8906130230916,CEFIXIMA 100MG/5ML PED 60ML BRIXMEDIC
NULL,8906130231005,FLUCONAZOL 150 MG X 2 CAP BRIXMEDIC
NULL,8906130231241,TADABRIX 20MG X4 TAB TADALAFILO BRIXMEDI
NULL,8906131870173,VALSARTAN 80MGX15TAB KLOMDAY
NULL,8906131870180,NIFEDIPINA 20MG X 15 TAB KLOMDAY
NULL,8906142160171,MOXIFLOXACINA 400MG X 10 TAB ARTE MEDICO
NULL,8906142160898,LORATADINA 10MG X 10 TAB ADN MEDICAL
NULL,8906159250117,SIMETICONA 125MG X 10 TAB
NULL,8906159250209,ATENOLOL 50MG X30 CMP ZUZU
NULL,8906159251602,NITAZOXADINA 100MG/5ML X 30ML ZUZU
NULL,8906159251947,ACICLOVIR 400 MG X 10 TAB ZUZU
NULL,8906159251992,NIFEDIPINA 30MG X 30TAB ZUZU
NULL,8906159252005,NIFEDIPINA 20 MG X 30 TAB ZUZU
NULL,8908007037390,LOPERAMIDA 2 MG X 10 CAP GEAGAR
NULL,8908009796233,CARBAMAZEPINA 200 MG X 10 TAB ARTE MEDIC
NULL,8908010870267,FORMOTEROL 6MCG/BUDESONIDA 200MCG 120 DO
NULL,8908020229017,CLOTRIMAZOL10%CREMA VAGINAL X5G C/APLI
NULL,8908020229024,LORATADINA 10 MG X 10 TAB NAU PHARMA
NULL,8908020242245,DIOSMINA 600 X 10 TAB FARMAMED
NULL,8908020242290,HIOSCINA N-BULTIBROMURO X 10 TAB FARMAME
NULL,8908020242504,DEXAMETASONA 4 MG X 10 TAB FARMAMED
NULL,8908020242535,RISPERIDONA 1MG X 20 TAB FARMAMED
NULL,906130230572,COMPLEJO B JBE X100ML BRIXMEDIC
NULL,908020242535,RISPERIDONA 1MG X 20 TAB FARMAMED
NULL,A21,AMIKACINA 100MG/2ML KMPLUS
NULL,A32569,MABIVIT COMPLEJ MULTIVITAMIN AMP
NULL,AMP_AMIKAC_500,AMIKACINA 500 MG 2ML X 1 AMP
NULL,AMP_CEFAZO,CEFAZOLINA 1 GR AMP VICAR
NULL,AMP_CEFTRI,CEFTRIAXONA SODICA 1G AMP
NULL,AMP_CLINDA_600,CLINDAMICINA 600MG/4ML I.M/I.V
NULL,AMP_CLORFE_10,CLORFENIRAMIDA 10 MG AMP
NULL,AMP_DEXAME,DEXAMETASONA 8 MG/2ML AMP
NULL,AMP_DICLOF_POTA,DICLOFENAC POTASICO 75MG/3ML AMP
NULL,AMP_DICLOF_SODI,DICLOFENA SODICO 75MG/3ML AMP I.V/I.M
NULL,AMP_EFADRI,EFADRINA SULFATO 6% 1 ML AMP I.V/M BIOSA
NULL,AMP_FOLICO_10,ACIDO FOLICO 10 MG AMPOLLA IV/IM
NULL,AMP_FUROSE_10,FUROSEMIDA 10MG/ML AMP
NULL,AMP_FUROSE_20,FUROSEMIDA AMP 20      MG / 2ML 
NULL,AMP_GENTAM_160,GENTAMICINA AMP 160 MG / 2 ML
NULL,AMP_GENTAM_80,GENTAMICINA AMP 80MG/2ML I.V./I.M
NULL,AMP_HALORE_5MG,HALOPERIDOL 5ML/1ML AMP I.M/I.V.
NULL,AMP_HIOSCI,BUTILBROMURO DE HIOSCINA 20MG/IM/IV
NULL,AMP_HIOSCI_20,HIOSCINA BROMURO AMP 20      MG 
NULL,AMP_KETOPR_100,ketoprofeno 100 mg amp
NULL,AMP_MELOXI,MELOXICAM 15MG/1.5ML AMP I.M
NULL,AMP_METOCL_10,METOCLOPRAMIDA AMP 10 MG 7 2ML IV/IM
NULL,AMP_OMEPRA_40,OMEPRAZOL 40      MG /ML AMP I.V/I.M 
NULL,AMP_ONDANS_8,ONDANSETRON AMP 8      MG / 4ML X 1 
NULL,AMP_ONDAS_4,ONDANSETRON 4MG/2ML AMP I.V.
NULL,AMP_PENICI_2400,PENICILINA G BENZATINICA 2.400.000 AMP
NULL,AMP_RANITI_500,RANITIDINA AMP 500 MG / 2ML IM/I.V
NULL,AMP_TIOCOL_4MG,TIOCOLCHICOSIDO 4MG/2ML AMP I.M
NULL,AMP_TRANEX,ACIDO TRANEXAMICO AMP 5ML
NULL,AMP_VANCOM_1,VANCOMICINA AMP 1 GR
NULL,AMP_VIT_C_500,VITAMINA C 500 MG/ 5ML X 1 INY IM/IV
NULL,AMP_VITAMI_C,VITAMINA C 100 MG/ML
NULL,AMPO_DEXAME,DEXAMETASONA 8 MG/2ML AMP
NULL,BBLI_HIDROC_25M,HIDROCLOROTIAZIDA 25 MG X 10 TAB BRIXMED
NULL,BLI_ACETAM_500,ACETAMINOFEN 500 MG X 10
NULL,BLI_ACETIL,ACIDO ACETILSALICILICO 81 MG X 10 TAB
NULL,BLI_ACICLO_200,ACICLOVIR 200 MG X 10
NULL,BLI_ACICLO_400M,ACICLOVIR 400 MG X 10 TAB BRIXMEDIC
NULL,BLI_ALBEND_400,ALBENDAZOL TAB 400      MG X 10 
NULL,BLI_ALKESE,ALKA-SELZER
NULL,BLI_AMLODI_5MG,AMLODIPINA 5 MG X 10 TAB
NULL,BLI_AMOXIC,AMOXICILINA 500MG X 10 TAB
NULL,BLI_AMOXIC_500,AMOXICILINA 500 MG X 10
NULL,BLI_AMPICI_500M,AMPICILINA 500MG X 10 CAPS COASPHARMA
NULL,BLI_ATENOL_100M,ATENOLOL 100      MG X 10 TAB BRIXMEDI
NULL,BLI_ATENOL_50,ATENOLOL 50MG X 10 TAB
NULL,BLI_ATORVA_40MG,ATORVASTATINA 40 MG X 10 TAB PROVE PHARM
NULL,BLI_BISACO_5MG,BISACODILO 5MG X 10 TAB
NULL,BLI_BISOPR_10MG,BISOPROLOL FUMARATO 10MG X 10 TAB
NULL,BLI_BISOPR_2.5M,BISOPROLOL 2.5 MG X 10 COMP BRIXMEDIC

(1592 rows affected)
